state;City;share_white;share_black;share_native_american;share_asian;share_hispanic;Median_Income;percent_completed_hs;poverty_rate
OH;Carroll village;96.2;0.6;0.4;0.2;0;44125;87.3;6.2
VA;Carrollton ;73.8;20.3;0.7;1.8;3.2;87461;90.8;3
GA;Carrollton ;58.4;31.9;0.4;1.4;10.8;34055;78.3;28.7
IL;Carrollton ;98.8;0;0.2;0.1;1.3;42025;90.8;11.8
KY;Carrollton ;90.6;2;0.2;0.5;9.2;39784;81.1;25.4
MO;Carrollton ;95.2;3;0.1;0.2;1.8;32827;86.4;17.8
TX;Carrollton ;63.6;8.4;0.6;13.4;30;69368;85.3;9.5
AL;Carrollton town;49;43.1;0.1;0;10.4;27857;71;29.1
MS;Carrollton town;90.5;8.9;0.5;0;0;36023;93.4;41.1
OH;Carrollton village;98.2;0.4;0;0.4;0.9;37151;89.2;13.6
PA;Carrolltown borough;98.8;0.2;0;0;0.5;47614;89.9;10.5
FL;Carrollwood ;80.8;7.8;0.2;3.8;27.4;62266;93.9;9.6
VA;Carrsville ;76.6;22;0.3;0;1.9;33250;76.2;0
KY;Carrsville ;100;0;0;0;0;31000;78.1;11.8
WA;Carson ;90;0.5;2.1;0.5;7;35727;92.2;17.6
CA;Carson ;23.8;23.8;0.6;25.6;38.6;72421;79.6;10.9
IA;Carson ;98.8;0;0.2;0.1;2.3;47039;89.4;8.1
ND;Carson ;99.3;0;0.3;0;0.7;37500;88.7;13.4
NV;Carson ;81.1;1.9;2.4;2.1;21.3;47668;86.8;16.8
MI;Carson ;96.7;0.4;0.3;0.5;4.2;24609;91.8;35.1
MI;Carsonville village;94.7;0.2;0.2;0.6;4.7;24922;76.8;36.6
CA;Cartago ;68.5;0;7.6;0;17.4;45735;100;28.2
MT;Carter ;100;0;0;0;0;50625;94.2;2.6
WY;Carter ;100;0;0;0;0;NA;NA;NA
IA;Carter Lake;90.3;1;0.8;0.5;11.5;48333;88;13.6
NV;Carter Springs;87.3;0.9;5.2;0;14.8;48750;85.6;7.1
OK;Carter town;92.6;0;2.3;0;7.4;50625;79.8;10.2
NJ;Carteret borough;50.7;14.9;0.4;19;30.9;67068;84.3;15.1
GA;Cartersville ;70.8;18.5;0.4;1;12.7;47611;81.2;14.9
IL;Carterville ;93;2.5;0.2;1.2;1.9;49129;92.6;16.7
MO;Carterville ;94.2;0.4;0.8;0.4;3.9;35313;85.6;25.3
AR;Carthage ;15.2;79.6;0.6;0;2.6;41364;76.6;19
IL;Carthage ;97.3;0.3;0.3;0.4;2;47827;90.2;7.5
MS;Carthage ;39.5;47;3.5;0.2;12.3;24806;72.3;46.9
MO;Carthage ;73.6;1.5;1;1;25.6;34678;71.2;27.7
SD;Carthage ;96.5;0;0;0.7;0;30714;93.5;14.5
TX;Carthage ;69.5;21.1;0.5;0.7;11;47163;81.7;17.6
IN;Carthage town;98.6;0;0.2;0.2;0.3;36382;84.3;25.9
NC;Carthage town;70.7;23.9;0.7;0.7;3.3;38977;88.3;18.3
TN;Carthage town;88;7.2;0.9;0.3;3.3;31742;74;24.3
NY;Carthage village;90;3.8;0.5;1.6;4.6;42587;85.3;27.7
OK;Cartwright ;77.2;1.5;5.9;0.7;8.2;20898;60.5;26.3
CA;Caruthers ;49;0.6;1.5;8.9;63.7;43594;51.1;31.3
MO;Caruthersville ;63.9;33.1;0.3;0.2;2.4;24858;69.6;33.3
MN;Carver ;89.8;1;0.2;6.3;2;113571;97;0.8
MS;Cary town;34.8;63.9;0.3;0.6;0;24875;67.4;49.1
NC;Cary town;73.1;8;0.4;13.1;7.7;91579;95.3;6.3
IL;Cary village;91.9;0.7;0.2;2.4;8.9;96130;94;8.8
MO;Carytown ;95.6;0;0;0;5.5;51250;84.3;11.9
FL;Caryville town;62;32.6;0.2;0.5;2.9;27500;55;41
TN;Caryville town;97.7;0;0.3;0.3;1.8;32829;78.2;21.8
AZ;Casa Blanca;1;0.3;96;0.1;13;18750;63.6;60.3
TX;Casa Blanca;77.8;0;0;0;100;NA;0;0
NM;Casa Colorada;86.8;0;0;0;71;31705;74.1;25
CA;Casa Conejo;78.8;0.8;0.6;4.9;26.2;91159;91.2;10
CA;Casa de;79.3;5.9;0.5;3.2;17.2;80196;92.1;12
AZ;Casa Grande;67.3;4.6;4.6;1.8;39;44348;86.4;16.9
AR;Casa town;99.4;0;0;0.6;0;45313;81.4;11.1
NC;Casar town;98;0;0.3;0;3.4;25313;75.9;28.3
AZ;Casas Adobes;84.5;2.1;1;3.2;20.9;56265;92.8;9.6
TX;Casas ;92.3;0;0;0;100;NA;50;0
CO;Cascade-Chipita Park;93.8;1.2;0.9;0.7;5.1;62891;98.3;11.1
ID;Cascade ;96.5;0.2;0.9;0.2;2.7;37500;90.6;11.2
IA;Cascade ;96.2;0.4;0.1;0.2;3.6;47344;88.9;17
OR;Cascade Locks;87.7;0.5;1.8;0.9;9.1;40000;82.4;18.6
MT;Cascade town;94.9;0;2.5;0;2.5;40774;87.5;12.1
WA;Cascade Valley;82.1;1.9;1.6;0.6;19.4;32188;85.1;19
WI;Cascade village;97.7;0.4;0.3;0;3.8;55875;88.7;7.6
VA;Cascades ;72.6;6;0.2;13.9;8.3;141578;97.2;3.6
OR;Cascadia ;89.1;0;1.4;0;6.1;NA;90.3;29.6
ME;Casco ;95.4;0.2;0.5;0.2;0.9;66042;90.2;4.2
WI;Casco village;91.1;1;2.4;0;7.5;43523;87.1;6.6
IL;Casey ;98.2;0.4;0.1;0.3;1.8;41179;87.5;15
IA;Casey ;96.7;0;0;2.1;1.4;40000;90.9;18.1
IL;Caseyville village;84.3;9.8;0.5;0.5;9.2;36798;83.4;20.3
AR;Cash town;94.4;0;0;0;4.7;29643;67.4;28.9
NC;Cashiers ;87.3;5.7;0;0.6;7.6;NA;90.8;9.2
TX;Cashion Community;91.4;1.1;1.1;3.4;4.9;48125;89.8;13.5
OK;Cashion town;88;0.4;5.7;1;3.6;54167;92.9;10.3
WA;Cashmere ;77;0.3;1;0.5;28.4;52461;84.9;10.2
WI;Cashton village;95.5;0.9;0;0;4.4;42891;88.8;8.6
PA;Cashtown ;97.6;0.2;0.2;0;5.9;54000;100;9.3
CA;Casmalia ;65.9;2.2;0;0.7;42;67679;53.3;0
MI;Casnovia village;88.4;0.3;1.9;0;11.6;43393;79.8;18.3
CA;Caspar ;93.1;0.6;0;1.6;2.9;56103;97.2;9
WY;Casper ;92.3;1;0.9;0.8;7.4;57790;91.8;10.5
WY;Casper Mountain;96.8;0.2;1.5;0.2;1.7;115682;100;3.2
MI;Caspian ;95;0;1.4;0.7;1.2;24153;88.6;14.2
WV;Cass ;100;0;0;0;0;21384;70.2;0
MI;Cass ;96.9;0.2;0.5;0.5;2.5;43464;89.9;15.4
MN;Cass Lake;24.3;0.3;67.9;0.8;2.2;33977;86.6;26.9
NY;Cassadaga village;98.3;0.2;0.2;0.3;0.8;52917;91.9;9.3
PA;Cassandra borough;97.3;0;0;0;0;33750;89.5;17.4
CA;Cassel ;93.7;0;1.4;0;2.9;NA;100;23.5
FL;Casselberry ;80.1;8;0.4;2.9;22.6;40510;91.8;16
PA;Casselman borough;100;0;0;0;0;43750;86.5;16.3
ND;Casselton ;97.3;0.1;0.9;0.1;2.4;63958;95.6;5.6
KS;Cassoday ;95.3;1.6;0;0.8;0;35972;95.9;23.8
MI;Cassopolis village;60;29.3;1.1;2.4;4.5;25673;82.6;29.7
OH;Casstown village;100;0;0;0;0;39821;93.1;5.1
PA;Cassville borough;99.3;0;0;0;0;39583;89;18.4
WV;Cassville ;95.3;2.7;0.1;0.3;0.7;55064;97.6;4.6
MO;Cassville ;93.8;0.4;1.7;0.3;4.6;38616;88.3;16.3
WI;Cassville village;98.6;0;0.1;0.2;0.3;38950;93;13.6
CA;Castaic ;71.6;3.3;0.6;11.4;24.8;104427;91.9;6.8
IA;Castalia ;100;0;0;0;1.2;45357;85.7;10
NC;Castalia town;51.9;37.7;2.2;1.9;9;28750;66.8;24
OH;Castalia village;97.1;0.1;0.4;0.1;3.3;54792;90.9;9.3
TN;Castalian Springs;93;4.5;0.4;0.9;1.3;58646;86.7;0.2
IA;Castana ;100;0;0;0;0.7;22143;92.2;21
PA;Castanea ;98;0.2;0.1;0.3;0.4;40536;93.3;12
NY;Castile village;98.6;0.3;0.2;0.2;1.3;47045;91;18.8
ME;Castine ;96.6;0.4;0.2;1.1;1.5;42708;100;18.8
OH;Castine village;97.7;0;0.8;0;0;NA;83.9;15.1
UT;Castle Dale;97.1;0.2;1.3;0.2;2.9;53438;95.2;10.8
NC;Castle Hayne;80.4;13.1;0.6;0.4;4.7;35294;95;26
CA;Castle Hill;85.6;2.2;0.1;8.5;6;114784;98.3;1.9
TX;Castle Hills;90.5;1;0.3;1.7;38.9;83333;89.3;8.2
MO;Castle Point;4.7;93.2;0.1;0.3;0.6;33077;80.6;40.2
WA;Castle Rock;91.4;0.1;2.2;0.2;4.9;41585;88;13.3
CO;Castle Rock;90.7;1.1;0.6;1.7;10;88294;96.2;5.2
PA;Castle Shannon;93.9;2;0;2.4;1.1;47436;93.2;15
OK;Castle town;70.8;4.7;15.1;2.8;7.5;34583;62.5;31.4
UT;Castle Valley;97.2;0;0.3;0.6;1.9;29038;91.6;28.4
AL;Castleberry town;59.2;38.4;0.3;0;0.5;20677;75.9;39.6
ID;Castleford ;87.6;0;0;0.4;35;24091;67;19.7
NY;Castleton-on-Hudson village;97;1.3;0;0.3;2.6;68375;91.4;4.3
VT;Castleton ;96.9;0.9;0.1;0.7;2.4;NA;94.7;17
VA;Castlewood ;95.9;1.4;0.4;0.1;1.8;26429;77.9;29.2
SD;Castlewood ;96.5;0.5;0.5;0.2;1.8;54896;96.3;8.7
LA;Castor village;88.8;9.7;0.4;1.2;0.8;29643;62.7;19.1
NY;Castorland village;98;0.6;0;0.3;2.8;45000;88.4;15.2
CA;Castro Valley;58;6.9;0.5;21.4;17.4;85596;92.2;7.4
CA;Castroville ;43.3;1.5;1.5;2.6;90.1;49654;46.4;25.2
TX;Castroville ;93.1;0.5;0.6;0.7;37.9;55500;83;14.7
NC;Caswell Beach;97.2;0;0.5;0.8;1.8;82250;98.8;7.8
LA;Catahoula ;97.7;0.7;0.3;0.1;0.4;34410;78.2;23.8
AZ;Catalina ;85.6;0.9;1;1;24.5;50885;90.5;10
AZ;Catalina Foothills;88.9;1.4;0.4;5.2;10;78586;98;6
WI;Cataract ;95.7;1.1;3.2;0;0;39318;52.2;2.2
TX;Catarina ;91.5;0;0;0.8;79.7;NA;75;0
PA;Catasauqua borough;89;3;0.1;0.6;10.5;50243;89.9;17.6
SC;Catawba ;78.5;17.1;1.4;0.3;3.4;26583;67.3;42
NC;Catawba town;71.3;21.6;0.7;1;6.5;54231;79.5;6.5
OH;Catawba village;98.9;0.7;0;0.4;0.4;42188;93.9;30.5
WI;Catawba village;100;0;0;0;0.9;35625;89.2;13.7
PA;Catawissa borough;97.1;0.5;0.1;0.2;1.6;32333;88.8;19.8
KS;Catharine ;100;0;0;0;1;NA;100;0
ND;Cathay ;97.7;0;2.3;0;0;NA;78.1;9.4
WA;Cathcart ;95.1;0.4;0.3;1.4;3.8;82222;96.7;8.2
CO;Cathedral ;85.7;0;0;0;14.3;NA;100;0
CA;Cathedral ;63.5;2.6;1.1;5;58.8;39872;75.3;23.1
AL;Catherine ;72.7;27.3;0;0;0;NA;100;0
CO;Catherine ;85.1;0.4;0.4;3.5;18.9;NA;85.9;8.7
CA;Catheys Valley;88.5;0.7;1.5;1.5;9.7;59219;89.8;16.9
WA;Cathlamet town;94.7;0.2;0.9;1.1;3.4;39643;88.9;17.8
VA;Catlett ;90.5;2.7;4.7;0;3.7;78198;87;0
KY;Catlettsburg ;98;1;0.3;0;1;28165;81.4;25.1
IL;Catlin village;99;0.1;0;0;0.8;63864;95.2;5.4
NY;Cato village;96.4;0;0.2;0;1.3;47083;93.9;10.4
MD;Catonsville ;75.2;14.5;0.3;6.3;3.4;76959;93.8;5.8
OK;Catoosa ;72;1.1;13.3;0.8;8.6;50750;87.6;11.1
MO;Catron town;83.6;14.9;0;0;0;19643;58.2;24.4
VA;Cats Bridge;11.8;86.9;0;0;3.9;21964;66.8;8.4
NY;Catskill village;78.6;12.4;0.6;1.3;9;36442;96.2;19.4
NY;Cattaraugus village;98.4;0.3;0.7;0;1.9;41429;90.2;19.2
CO;Cattle Creek;52.6;0.2;0.3;1.6;65.4;46925;79.1;1.6
AR;Caulksville town;97.2;0.9;0.9;0;0.5;33125;84.6;10.8
NM;Causey village;67.3;0;1;0;47.1;49375;86.4;16.1
WA;Cavalero ;90.3;1.1;0.8;2.9;5.2;98450;95.2;1.1
ND;Cavalier ;95.4;0;2.2;0.2;2.7;37750;91.4;4.3
IL;Cave-In-Rock village;95.3;0;0.9;0.3;3.1;26250;72;30.7
AR;Cave ;96.9;0.3;0.5;0.1;2.5;26194;80.3;32.1
KY;Cave ;89.7;5.3;0.8;0.4;3;29821;82.7;28
AZ;Cave Creek;93.7;0.7;0.5;0.8;8.1;76149;96.6;5.8
OR;Cave Junction;90.3;0.4;2;1.3;8.3;25529;84;33.5
VA;Cave Spring;88.6;4.3;0.2;4.3;2.8;63487;97;7.6
GA;Cave Spring;84.7;12.9;0;0.6;2;36429;81.4;23.2
AR;Cave Springs;92.4;0.9;1.3;1.9;4.5;68462;92.2;2.9
MO;Cave town;100;0;0;0;0;NA;0;0
VT;Cavendish ;93.9;0;0;2.2;1.1;43375;92.1;11.7
MD;Cavetown ;94.1;1.4;0.5;0.4;2.8;69931;85.9;4.1
SD;Cavour town;93.9;0;0;0;7.9;42083;96.4;9.4
KS;Cawker ;97;0.2;0;0.2;2.1;44464;89.8;11.8
KY;Cawood ;99;0.1;0;0.1;0.5;21071;54.2;32
KY;Cayce ;98.4;0;0;0;0.8;66146;24;0
SC;Cayce ;68;25.1;0.4;1.9;4.3;43452;89.5;23.3
CA;Cayucos ;91.3;0.2;0.5;2.1;8;58175;93.5;9.6
OK;Cayuga ;77.9;0;17.1;0;1.4;37875;93.3;9.5
ND;Cayuga ;100;0;0;0;0;29375;97.2;23.3
NY;Cayuga Heights;79.5;2.1;0.1;14.7;4.7;78285;97.5;8.3
IN;Cayuga town;97.8;0.2;0.5;0.1;0.5;46518;86.1;18.2
NY;Cayuga village;97.1;0.9;0.2;0.2;0.2;50536;93.6;2.4
OR;Cayuse ;44.1;1.5;54.4;0;0;69375;93;41.7
CA;Cazadero ;89.8;0.3;2;1.4;6.5;41667;95.5;11.8
NY;Cazenovia village;94.8;1.9;0.3;1.1;3;56696;93.8;11
WI;Cazenovia village;98.1;0;0;0.6;1.6;43000;82.4;11.1
MD;Cearfoss ;94.4;0;0;0.6;3.4;NA;100;0
PA;Cecil-Bishop ;97.6;1;0;0.3;0.7;80606;94.4;2.1
GA;Cecil ;50;43.4;0;2.1;4.5;34375;64.8;29.5
OH;Cecil village;94.7;2.7;0.5;0;4.8;36250;82.9;27.7
WI;Cecil village;93;0.2;4.2;0;2.1;47500;92;4.9
KY;Cecilia ;93.9;3.7;0.2;0.2;1.2;NA;78.8;44.5
LA;Cecilia ;58.6;37.9;1.3;0.4;1.2;61454;85;23.2
MD;Cecilton town;80.5;11.8;0;0.5;7.1;34792;77.2;9.1
AL;Cedar Bluff;86.2;9.9;0.7;0.3;1.2;36389;77.9;25.8
VA;Cedar Bluff;99;0;0;0;0.3;29804;80.1;28.3
NE;Cedar Bluffs;96.6;0;0.8;0.2;1.8;46125;92.3;15.6
MI;Cedar ;94.6;2.2;1.1;1.1;0;NA;79.3;16.3
KS;Cedar ;100;0;0;0;0;21250;100;50
UT;Cedar ;89.4;0.7;2.7;0.9;7.9;41632;91.3;22.9
AZ;Cedar Creek;3.5;0;95;0;2.8;22411;70.4;52.9
NE;Cedar Creek;99.5;0;0;0;0.8;64375;93.4;6.6
NM;Cedar Crest;86.2;0.4;1.3;1;20.3;75224;90.1;12.3
OK;Cedar Crest;64.1;0;30.4;0.3;3.5;19265;70.8;46.4
PA;Cedar Crest;97.4;0;0;0;1;31875;79.8;11.9
IA;Cedar Falls;93.4;2.1;0.2;2.3;2;55808;95.4;18.5
UT;Cedar Fort;95.9;0;0;0.3;1.1;68750;85.6;2.8
NJ;Cedar Glen;98;0.6;0;0.6;1.8;30942;87.4;10.1
NJ;Cedar Glen;97.2;0.8;0.2;0.3;2.4;33000;83.7;8.5
FL;Cedar Grove;69.3;21.8;0.8;1.8;6;43162;80.1;19.2
NM;Cedar Grove;92.2;0.8;0.5;1.2;14.2;76214;97.3;2.7
IN;Cedar Grove;98.7;0;0;0;0;50000;88.1;16.7
WV;Cedar Grove;96.6;1.4;0.2;0.1;0.9;38958;69.8;30
WI;Cedar Grove;97.8;0.1;0.4;0.4;3.3;54979;95.7;5.6
MO;Cedar Hill;97.7;0.5;0.3;0.4;1.2;55156;87.9;11.5
NM;Cedar Hill;92.7;0.1;2.5;0.1;9.7;60833;91.2;8.4
TN;Cedar Hill;89.2;6.7;0;0;2.5;37206;72.4;24.9
TX;Cedar Hill;35.4;51.9;0.5;2;18.7;67669;91.7;11.8
MO;Cedar Hill;97.5;0;0.4;1.3;1.3;43125;85.4;2.5
OR;Cedar Hills;81;1.2;0.6;4.8;13.8;67804;94.8;10.3
UT;Cedar Hills;95.2;0.4;0.3;1;4.2;92760;99.1;5.7
FL;Cedar Key;97.2;1.3;0.3;0;1.4;41316;94.8;12.6
IN;Cedar Lake;94.9;0.5;0.3;0.4;6.5;61651;88;9.6
OR;Cedar Mill;79.1;1;0.2;13.2;6.3;96424;97.1;7.1
MN;Cedar Mills;93.3;0;0;2.2;0;58750;76.9;6.4
TX;Cedar Park;81.4;4.3;0.5;5.1;19;82311;95.5;4.9
TX;Cedar Point;95.1;2.5;0.3;0.5;5.7;65611;88.1;0
KS;Cedar Point;96.4;0;0;0;0;NA;100;3.7
NC;Cedar Point;93.4;1.2;0.8;0.9;2.7;81705;93.6;3.2
IL;Cedar Point;93.1;0;1.8;0;6.5;62500;92.6;10.1
IA;Cedar Rapids;88;5.6;0.3;2.2;3.3;53581;93.5;12.3
NE;Cedar Rapids;97.9;1.8;0;0;0.5;42125;88.2;18.6
CA;Cedar Ridge;94.2;0.3;0.5;0.4;6.3;60673;92.1;12.5
NC;Cedar Rock;99.7;0;0;0;1.7;100750;96.7;0.9
CA;Cedar Slope;NA;NA;NA;NA;NA;NA;NA;NA
GA;Cedar Springs;90.5;8.1;1.4;0;1.4;NA;100;0
MI;Cedar Springs;94.3;0.8;0.6;0.4;4.2;39450;89.5;28.1
KS;Cedar Vale;91.5;0.3;3.5;0.2;1.9;35238;89.1;32.1
OK;Cedar Valley;92;0;5.6;0;2.4;76250;96.4;4.3
WI;Cedarburg ;96.3;0.8;0.1;1.5;1.7;72098;96.8;6.8
CO;Cedaredge town;94.4;0.2;0.8;0.6;7.4;33030;90.5;28.1
NY;Cedarhurst village;87.8;2.2;0;3.6;10.7;88913;95.3;6.3
GA;Cedartown ;56.5;18.8;0.5;1;31;26897;62.5;31
CA;Cedarville ;82.1;0.2;2.9;0;16.7;28500;88.8;19.7
MD;Cedarville ;65.8;27.8;2.6;1.8;0.4;56250;84.4;3.8
NJ;Cedarville ;79.8;10.1;1.3;0.4;10.1;56250;88.1;14.5
AR;Cedarville ;91.4;0.4;2.9;0.2;1.5;50313;81.4;14.3
IL;Cedarville village;97.2;0.5;0.3;0.1;1.5;45893;95;6.7
OH;Cedarville village;94.4;2.3;0.1;1.1;2.2;37917;95.3;28.5
NM;Cedro ;89.5;0.2;0.7;0.7;21.9;NA;100;21.9
FL;Celebration ;91;1.5;0.2;3.2;11.2;81699;99.7;7.4
OH;Celeryville ;96.7;0;0;0;5.7;64844;100;8.7
TX;Celeste ;92.8;3.2;0.4;0.5;4.8;39706;87.4;21.7
OH;Celina ;94.9;0.5;0.4;1.1;2.8;41040;90.1;11.9
TN;Celina ;96.3;1.3;0.3;0.1;3.1;19913;74.5;34.6
TX;Celina ;86.9;4;1;0.6;20.5;91506;95.6;12.1
NY;Celoron village;95.9;0.8;0.2;0.5;2.9;42500;81.6;15.1
MI;Cement ;95.7;0;0;0.7;2.5;41964;73.3;9.9
OK;Cement town;86.8;2.4;7;0;3;30583;73.8;20.4
PA;Cementon ;90;2.4;0.1;2;6.9;57839;89.1;4.9
WY;Centennial ;98.1;0;1.1;0;2.2;NA;100;0
CO;Centennial ;87.3;3.3;0.4;4.4;7.4;91941;97.6;5
AZ;Centennial Park;94.6;0.2;0;0.2;5.1;45060;80.3;41
MO;Center ;95.7;1.4;0;1.2;1;29000;79.8;18.7
ND;Center ;96;0.5;3.2;0;1.9;50313;84.8;11.6
TX;Center ;45.8;33.1;0.3;0.8;26.1;26696;70.8;19.8
MN;Center ;97.8;0.5;0.6;0.3;1.1;75625;96.6;4.7
FL;Center Hill;66.4;8.9;1;0.5;36.9;29821;61.2;40.8
IA;Center Junction;100;0;0;0;4.5;55000;86.4;2.2
MI;Center Line;82.5;12;0.4;2.5;1.7;33817;84.1;19.5
NY;Center Moriches;89.5;3.5;0.2;1.4;10.2;89037;91.1;2.5
NH;Center Ossipee;96.8;0.4;0.7;1.1;0.5;NA;71.7;19.8
LA;Center Point;96.7;2.2;0;1;0.6;30625;72.2;38
AL;Center Point;32.6;62.9;0.2;0.4;4.8;39944;87.1;25
IA;Center Point;97.1;0.9;0.4;0.3;0.4;79545;95.8;2.7
IN;Center Point;98.3;0.4;0;1.2;0;42500;81.6;20
AR;Center Ridge;89.7;5.2;3.4;0.5;1.8;35000;86.3;41.3
NH;Center Sandwich;97.6;0;0.8;0;0;39737;96.3;47.1
CO;Center town;67.5;0.4;2.2;0;87.4;25130;41.1;37.2
NE;Center village;88.3;0;6.4;0;6.4;49167;100;10.5
OH;Centerburg village;96.9;1.2;0.1;0.3;0.2;46250;89.1;18.9
NY;Centereach ;85.4;3.1;0.1;6.2;11.3;94432;93;5.3
UT;Centerfield town;91.6;0.2;0.4;0.2;10.9;46429;83.7;10.6
PA;Centerport borough;96.4;0.5;0.5;0;3.6;43375;87.2;3.8
NY;Centerport ;96.3;0.5;0.1;1.9;3.5;103945;97.6;3.2
AR;Centerton ;84;3.6;1.2;2.3;12.2;56552;91.4;6.2
KY;Centertown ;99.5;0;0;0;1.4;34118;72.8;23.8
MO;Centertown town;97.1;0.7;0;0.4;0.7;50417;91.6;11.3
TN;Centertown town;98.8;0;0.4;0;0.4;46250;91.6;6.4
MO;Centerview ;94.4;0.4;0.4;1.9;3.7;31250;83.8;23.6
PA;Centerville borough;100;0;0;0;0.5;28125;81.8;22.9
PA;Centerville borough;96.5;1.2;0.2;0.2;1.1;49679;91.1;14.8
CA;Centerville ;81.9;0.3;2.3;5.1;25.3;NA;88.5;22
SC;Centerville ;83.3;13.3;0.2;1.1;2.7;46930;86.6;9.3
WA;Centerville ;90.2;0;5.4;0;1.8;58750;91.1;22.8
GA;Centerville ;70.8;19.9;0.5;4.1;5.9;54943;86.4;12.8
IA;Centerville ;96.5;0.9;0.4;0.3;1.9;31270;87;17.6
MN;Centerville ;94.3;0.3;0.4;2.7;1.6;88036;95.1;1.6
MO;Centerville ;95.3;2.1;0.5;0;0;32250;75;30.5
OH;Centerville ;90.2;4;0.2;3.2;1.8;62117;95.4;5.6
SD;Centerville ;98.2;0.3;0.6;0.2;1.2;42011;94.4;11.6
TX;Centerville ;77.7;15.1;0.2;0.3;6.2;39063;79.4;19.5
UT;Centerville ;95.1;0.4;0.3;1.2;3.7;78438;97.4;4.5
IN;Centerville town;96.1;0.6;0.1;0.6;2.5;45433;90.8;22.9
NC;Centerville town;93.3;3.4;0;0;4.5;56563;91.2;18.7
TN;Centerville town;94.1;3.6;0.3;0.2;1.9;36368;77.3;18.9
OH;Centerville village;98.1;1;0;0;0;45833;86.2;4.3
OK;Centrahoma ;77.3;0;12.4;0;1;18750;89.8;55.1
NY;Central Bridge;97.5;0.5;0;0.5;1.3;31346;83.2;27
AK;Central ;92.7;0;4.2;0;1;NA;82.2;5.2
AZ;Central ;90.7;0.5;0.6;0.8;14.1;NA;88.2;6.4
TN;Central ;96;0.7;0.2;0.5;1.7;26859;71.6;27.6
UT;Central ;96.1;0;0.5;0.8;3.6;38077;96.5;11.9
LA;Central ;89.3;8.3;0.4;0.6;1.6;68195;93.6;6.7
PA;Central ;99.7;0;0.1;0;0.1;41875;89.5;12.5
CO;Central ;90;2.3;2;3.9;11;47132;93.2;10.5
IA;Central ;98.3;0.6;0.2;0.2;1.2;54453;95.1;6.2
KY;Central ;87.5;9.8;0.2;0.1;2.2;33018;78.9;32.5
NE;Central ;96.5;0.1;0.4;0.2;3.5;40352;93;11.1
SD;Central ;94;0;1.5;0;0.7;31111;83.6;16.5
AR;Central ;91;2.2;2.6;0.2;3.2;37875;85.6;13.5
IL;Central ;93.9;3;0;0.3;2.1;33869;82.9;19.6
RI;Central Falls;52.9;10.1;0.9;0.6;60.3;29108;55.5;33.2
VA;Central Garage;86;7.9;2;0.4;2;53182;79;12.6
TX;Central Gardens;92.5;0.8;0.5;1.7;8.9;66736;93.4;5.7
AZ;Central Heights-Midland;83.5;1.2;2.1;0.4;28.5;34000;72.2;19.8
OK;Central High;90.9;0.6;3.4;0.2;3.4;62841;92.7;12.1
NY;Central Islip;43.6;25;0.9;3.4;52.1;66430;71;13.1
MI;Central Lake;96;0.1;0.9;0.3;1.4;39000;92.3;14.9
SC;Central Pacolet;93.1;4.2;0;1.9;0.5;20000;59.1;32.3
WA;Central Park;89.8;0.2;2.2;1.6;5.8;49107;93.1;11.5
OR;Central Point;90.8;0.4;1;1;9;48984;86.9;11.7
NY;Central Square;97.7;0.1;0.5;0.5;1.2;45240;89;14.7
SC;Central town;75.8;15.3;0.2;3.3;5.1;26212;88.4;37.4
UT;Central Valley;98.3;0.4;0.2;0;2.1;50938;92.1;16.6
GA;Centralhatchee town;85.5;9.6;1.7;0.2;0;46094;81.7;28.3
PA;Centralia borough;100;0;0;0;0;NA;81.8;0
IL;Centralia ;85.4;10.2;0.4;0.7;2.2;34455;87.7;26
IA;Centralia ;98.5;0;0;0;0;50938;95.5;4.5
KS;Centralia ;94.5;1.2;0.8;0.8;2.5;33125;84.2;12.8
MO;Centralia ;96.5;1;0.4;0.2;1.6;40114;88.3;18.4
WA;Centralia ;85.1;0.6;1.4;1;16.1;37100;81.1;24
AL;Centre ;87;9.9;0.4;0.3;1.2;31268;76.7;25.1
PA;Centre Hall;99;0.1;0.1;0.3;0.6;58594;94.9;6
NY;Centre Island;93.9;0;0;3.7;7.3;144375;97.9;3.1
VA;Centreville ;57;7.5;0.3;25.7;13.4;105278;94.5;5
AL;Centreville ;72.2;23.7;0.3;0.4;3;41103;81.6;22.4
IL;Centreville ;1.8;96.6;0.3;0.2;0.5;16553;81.8;47.8
MD;Centreville town;85;10.6;0.3;1.4;2.7;91375;92.9;4.8
MS;Centreville town;23.3;76.5;0;0;0.3;24451;77.4;51
MI;Centreville village;93.7;2.9;0.1;0.4;1.5;42885;88.8;14.2
WI;Centuria village;95.6;0.6;0.7;0.5;0.5;26856;81.8;22
WV;Century ;100;0;0;0;1.7;46944;87;0
FL;Century town;39.7;56.1;0.4;0.5;1.1;24583;76.6;23.8
WV;Ceredo ;98.2;0.1;0.3;0.1;0.8;41146;83.7;18.1
CA;Ceres ;57.7;2.6;1.3;6.8;56;47858;67.9;17.9
NE;Ceresco village;98.7;0.1;0.1;0;0.7;60500;96;9.5
CA;Cerritos ;23.1;6.9;0.3;61.9;12;90321;91.7;4.8
NC;Cerro Gordo;79.2;10.6;5.8;0;2.9;36250;84;21.4
IL;Cerro Gordo;98.3;0.5;0.5;0.1;0.9;58537;93.2;2.1
KY;Cerulean ;58.6;35.7;0;0;1.6;31571;87.6;8.2
